,ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,"WHITE,HISPANIC","BLACK,ASIAN","NATIVE,OTHER",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGRE
221,,,Brody,84,,Brody,1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,Brody,77,,Brody,2577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,Brody,76,,Brody,1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,Brody,76,,Brody,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,Brody,86,,Brody,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,Brody-Parcele,78,,Brody-Parcele,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,Brodła,77,,Brodła,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,Brojce,87,,Brojce,1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,Brok,78,,Brok,1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,Broniszewice,86,,Broniszewice,1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,,Bronów,83,,Bronów,1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,,Brudzew,86,,Brudzew,1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,,Brudzeń Duży,78,,Brudzeń Duży,939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,,Brusy,82,,Brusy,4728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,,Brwinów,78,,Brwinów,12315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,Brzeg,79,,Brzeg,38259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,Brzeg Dolny,72,,Brzeg Dolny,12689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,Brzesko,77,,Brzesko,16866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,Brzeszcze,77,,Brzeszcze,11787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,Brzezie,77,,Brzezie,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,Brzezinka,77,,Brzezinka,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,,Brzezinka,77,,Brzezinka,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,Brzezinka,77,,Brzezinka,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,,Brzeziny,74,,Brzeziny,12289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,,Brzeziny,86,,Brzeziny,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,Brzeziny,84,,Brzeziny,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,,Brzeziny Śląskie,83,,Brzeziny Śląskie,4901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,,Brzezowa,77,,Brzezowa,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,,Brześć Kujawski,73,,Brześć Kujawski,4522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,Brzeźnica,80,,Brzeźnica,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,,Brzeźnica,83,,Brzeźnica,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,,Brzeźnica,72,,Brzeźnica,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,,Brzeźnica,76,,Brzeźnica,874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,,Brzeźnica,77,,Brzeźnica,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,,Brzeźnica,77,,Brzeźnica,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,,Brzeźnica Bychawska,75,,Brzeźnica Bychawska,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,,Brzeźnio,74,,Brzeźnio,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,,Brzeżno,87,,Brzeżno,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,,Brzoskwinia,77,,Brzoskwinia,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
