,ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,"WHITE,HISPANIC","BLACK,ASIAN","NATIVE,OTHER",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGRE
112533,,,Priekule,A8,,Priekule,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112532,,,Priekuļi,A9,,Priekuļi,2532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112539,,,Pāvilosta,A5,,Pāvilosta,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112535,,,Pļaviņas,A6,,Pļaviņas,3848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112531,,,Ragaciems,62,,Ragaciems,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112530,,,Ragana,84,,Ragana,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112529,,,Rauna,B1,,Rauna,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112527,,,Riebiņi,B3,,Riebiņi,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112526,,,Riga,25,,Riga,742572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112525,,,Roja,B4,,Roja,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112524,,,Ropaži,B5,,Ropaži,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112522,,,Rucava,B6,,Rucava,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112521,,,Rugāji,B7,,Rugāji,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112528,,,Rēzekne,23,,Rēzekne,38340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112520,,,Rūjiena,B8,,Rūjiena,3638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112518,,,Sabile,28,,Sabile,1580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112517,,,Sala,C2,,Sala,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112516,,,Salacgrīva,C1,,Salacgrīva,3427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112515,,,Salaspils,C3,,Salaspils,17606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112514,,,Saldus,27,,Saldus,12224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
