,ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,"WHITE,HISPANIC","BLACK,ASIAN","NATIVE,OTHER",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGRE
767,,,Tabuaço,22,,Tabuaço,6350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,,,Tarouca,22,,Tarouca,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,,,Tavarede,07,,Tavarede,8586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,,,Tavira,09,,Tavira,15133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,,,Tebosa,04,,Tebosa,1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,,,Teixoso,06,,Teixoso,4703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,,,Telões,17,,Telões,4675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,,,Terras de Bouro,04,,Terras de Bouro,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,,,Terrugem,14,,Terrugem,4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,,,Tocha,07,,Tocha,3992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,,,Tomar,18,,Tomar,19168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,,,Tondela,22,,Tondela,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,,,Torre de Moncorvo,05,,Torre de Moncorvo,8572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,,,Torres Novas,18,,Torres Novas,15002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,,,Torres Vedras,14,,Torres Vedras,24443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,,,Trafaria,19,,Trafaria,5603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,,,Tramagal,18,,Tramagal,3821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,,,Trancoso,11,,Trancoso,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,,,Travanca,07,,Travanca,1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,,,Treixedo,22,,Treixedo,1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,,,Trevões,22,,Trevões,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,,,Trigaches,03,,Trigaches,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,,,Trofa,17,,Trofa,20692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,,,Tunes,09,,Tunes,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,,,Turquel,13,,Turquel,4434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,,,Tábua,07,,Tábua,12071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,,,Unhais-o-Velho,07,,Unhais-o-Velho,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,,,Unhos,14,,Unhos,10712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,,,Urgeses,04,,Urgeses,5457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
