,ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,"WHITE,HISPANIC","BLACK,ASIAN","NATIVE,OTHER",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGRE
1776,,,Crucişor,32,,Crucişor,2471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,,,Crunți,22,,Crunți,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,,,Crușeț,19,,Crușeț,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,,,Crușovu,29,,Crușovu,1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,,,Crușovăț,12,,Crușovăț,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,,,Crâmpoia,29,,Crâmpoia,3212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,,,Crâmpotani,03,,Crâmpotani,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,,,Crâng,11,,Crâng,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,,,Crângeni,35,,Crângeni,3529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,,,Crângu,35,,Crângu,1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,,,Crânguri,42,,Crânguri,954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,,,Crângurile de Sus,16,,Crângurile de Sus,3428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,,,Crăciunei,29,,Crăciunei,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,,,Crăciunel,20,,Crăciunel,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,,,Crăciunelu de Jos,01,,Crăciunelu de Jos,4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,,,Crăciuneşti,27,,Crăciuneşti,4283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,,,Crăciunești,25,,Crăciunești,1525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,,,Crăcăoani,28,,Crăcăoani,2092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,,,Crăguești,26,,Crăguești,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,,,Crăieşti,27,,Crăieşti,1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,,,Crăiești,27,,Crăiești,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
