,ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,"WHITE,HISPANIC","BLACK,ASIAN","NATIVE,OTHER",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGRE
162669,,,Krompachy,03,,Krompachy,8812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162760,,,Krupina,01,,Krupina,7991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162759,,,Krušetnica,08,,Krušetnica,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162758,,,Kysucké Nové Mesto,08,,Kysucké Nové Mesto,16558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162694,,,Lehota pod Vtáčnikom,06,,Lehota pod Vtáčnikom,3929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162757,,,Leopoldov,07,,Leopoldov,3999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162756,,,Levice,04,,Levice,37574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162668,,,Levoča,05,,Levoča,14511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162667,,,Lipany,05,,Lipany,6130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162755,,,Liptovská Sielnica,08,,Liptovská Sielnica,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162754,,,Liptovský Hrádok,08,,Liptovský Hrádok,7572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162753,,,Liptovský Mikuláš,08,,Liptovský Mikuláš,31194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162752,,,Liptovský Trnovec,08,,Liptovský Trnovec,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
